BLDG_LMT deductible evt_yr BLDG_AGE ShingleRoof FrameConstruction SingleFamily RPT_Delay paidloss HailSize
162500 250 2014 26 1 1 1 2.68383184927083 0 1.5
266500 250 2014 19 1 1 1 1.5698002894213 0 3.75
111300 500 2014 84 1 1 1 2.51885240111111 14894.68 3
107800 2000 2014 92 1 1 1 26.4055602324653 718.08 2.25
153100 250 2014 22 1 1 1 59.4182536339815 6966.14 1
157700 250 2013 34 1 1 1 21.4366818730903 6277.78 2
282600 500 2013 22 1 0 1 14.3940569660764 5208.49 0.75
212100 250 2013 33 1 1 1 16.3908898109722 12882.96 2
192600 250 2013 19 1 0 0 24.5983659314583 4947.66 1.75
171600 1000 2014 34 1 1 1 8.60171806114583 6096.11 3
315800 250 2014 12 1 1 1 0.840484850613426 22241.64 1.25
180100 250 2014 37 1 0 1 3.50943424774306 13431.32 2.25
357900 1000 2013 35 0 1 1 1.46224915994213 28153.35 1.75
160100 500 2014 101 1 1 1 1.46089152395833 20001.12 3.5
187800 500 2013 26 1 1 1 28.5022884015162 0 0.75
203400 500 2014 49 1 0 1 5.55070761303241 0 1
151700 250 2013 47 1 1 1 31.3884318403819 9876.02 2
140800 250 2014 47 1 1 1 4.38686334832176 9518.15 2.25
118700 100 2014 74 1 1 1 4.56747340642361 9139.47 2.25
169500 250 2014 38 1 1 1 1.68304956292824 19461.08 3.5
177600 250 2013 35 1 1 1 7.36542571164352 8665.01 1
159500 250 2014 54 1 1 1 36.4698475126968 7222.91 2.25
116600 250 2014 66 1 1 1 1.52134735456019 5741.76 2.75
213800 100 2013 45 1 1 1 30.630932886412 12374.02 1.5
142900 500 2013 36 1 1 1 7.4792199418287 7461.96 1.75
137300 250 2013 66 1 1 1 3.4768042153125 16134.59 2
168400 250 2013 40 1 1 1 27.7065687943056 2166.09 2.25
256500 500 2013 33 1 1 1 1.53076231462963 12525.16 1.25
128100 250 2014 47 1 1 1 17.5826671772569 0 3
407800 250 2014 20 1 0 1 5.593624328125 33407.91 3.75
451800 1000 2013 41 0 1 1 20.6102893096644 34553.3 1.75
155800 1000 2013 16 1 1 1 2.44790600753472 4475.28 2
257300 1000 2014 24 1 1 1 3.40530122263889 21870.73 1
140300 1000 2013 9 1 1 1 1.53097903636574 8410.93 2.5
208000 1000 2013 37 1 1 1 9.35899469225694 11516.85 2
3e+05 1500 2014 11 1 1 1 1.40559146457176 3367.75 2.5
332000 500 2013 23 1 1 1 1.4712531453125 26739.56 1
234500 250 2014 17 1 1 1 1.62535867677083 46291.46 4
290300 250 2013 7 1 1 1 13.6327244388889 14622.81 2
129600 250 2014 103 1 1 1 28.524084478588 11623.98 2.25
352200 500 2013 22 1 1 1 1.41597039390046 15914.26 1.5
215600 250 2014 69 0 0 1 71.6136848077199 1108.63 1.75
164900 500 2013 36 1 1 1 20.7399450113773 6373.14 1
175800 500 2014 37 1 1 1 9.68499391258102 0 2.25
173100 250 2013 12 1 1 1 1.51108481611111 15429.59 2
403000 1000 2013 24 0 1 1 7.58751963943287 21511.63 1.25
215400 500 2013 31 1 1 1 6.37409160984954 10950.69 1.25
233900 500 2014 12 1 0 1 5.39933669244213 7423.74 2.5
160400 250 2013 34 1 1 1 1.56753363361111 11315.63 1.5
222600 1000 2013 27 1 1 1 1.43129014513889 16189.58 0.75
316200 500 2013 6 1 0 1 8.57496607048611 11499.34 2.25
159900 500 2014 42 1 1 1 3.38037848424768 12467.99 1.75
164700 250 2013 33 1 1 1 1.38254399824074 8524.55 1
231500 500 2014 10 1 0 1 6.54821492253472 0 1.25
228200 1000 2014 7 1 1 1 5.63929369445602 551.19 1
164200 1000 2013 30 1 1 1 29.6128831862037 5985.45 1
129300 1000 2013 38 1 0 1 49.4150712434028 7979.17 1.5
231300 1000 2014 34 1 1 1 3.34982909229167 11282.95 2.25
208200 1000 2014 10 1 0 1 10.6374350291435 25636.43 2
150600 1000 2013 34 1 1 1 113.652106532836 0 1.25
335900 500 2014 37 1 1 1 1.46745910056713 34457.04 3.75
97500 1000 2014 16 1 1 1 39.4498570325116 4246.01 2
189700 250 2014 27 1 1 1 1.35845924903935 18223.08 1.75
157300 250 2013 29 1 1 1 6.56610444539352 5964.68 2
139700 250 2014 16 1 1 1 8.44069989902778 12918.63 1
197700 250 2014 24 1 1 1 8.39480225777778 8279.74 3
179300 250 2013 38 1 1 1 1.4374346769213 6593.8 0.75
297500 500 2013 13 1 1 1 14.4159947595949 14369.83 2.25
91600 250 2014 54 1 1 1 1.46697217177083 5449.86 3.25
91600 250 2014 54 1 1 1 3.55540525666667 1228.18 1.75
131700 1000 2014 35 1 0 1 1.45068091021991 5796.54 3.5
192700 500 2014 88 0 1 1 3.43007272199074 0 2.75
181800 500 2013 38 1 1 1 7.80254386327546 10726.06 1.25
195500 500 2014 24 1 0 1 7.45765431306713 34295.09 2
353200 500 2014 11 1 1 1 109.631624382998 0 1.25
195700 1000 2014 61 1 0 1 29.3051983801736 11974.3 3.25
146200 100 2014 74 1 1 1 1.78841704131944 6497.56 3
213800 250 2013 26 1 1 1 2.61233570391204 14663.67 2
221000 250 2014 56 1 1 1 1.5016716047338 18556.69 3.25
143900 250 2013 36 1 1 1 1.61332311523148 5495.82 4
201900 500 2014 9 1 1 1 11.3825083145833 0 1
205400 1000 2014 9 1 1 1 1.33109829115741 33741.01 2.25
95000 1000 2014 89 1 1 1 1.46897599517361 8350.9 3.75
107500 500 2013 51 1 1 1 16.3401111330324 6323.74 1.75
152300 1000 2013 41 1 1 1 15.6708809392593 11718.72 2
140900 1000 2013 39 1 1 1 13.4288782214236 4338.36 2
223300 1000 2013 28 0 0 1 0.94820424025463 25914.25 1
206800 1000 2013 11 1 1 1 1.57982244834491 18892.61 2.25
427500 1500 2014 8 1 0 1 0.75261385900463 55782.51 1.75
218000 1000 2013 26 1 0 1 14.6186265704977 22674.83 0.75
214300 1000 2014 9 1 0 0 6.89601541858796 11622.27 3
215000 2500 2013 34 1 1 1 20.5083272049769 7540.13 1
214100 250 2013 33 1 1 1 15.5953061116319 8111.87 1.25
187000 250 2013 30 1 1 1 2.52322232865741 15843.18 1
141800 100 2013 40 1 1 1 4.76363051824074 10345.87 3
196600 250 2014 34 1 1 1 2.40335300609954 13827.25 1.75
149700 500 2014 15 1 1 1 2.66874451726852 2069.75 1.5
245900 250 2013 11 1 1 1 6.58717501842593 7268.09 1
163400 500 2013 37 1 1 1 9.54437627552083 411.24 1.75
204300 250 2014 34 1 0 1 2.65738719508102 9713.1 2
184500 250 2013 12 1 0 1 6.41809255685185 15147.26 0.75
188500 5000 2013 32 1 0 1 16.3935298618634 4757.4 1.5
395900 500 2013 19 0 1 1 1.51319825508102 34154.15 1.5
212800 250 2014 50 1 1 1 24.4516732482639 11056.41 2
184500 1000 2014 41 1 1 1 3.66792103840278 4385.1 2.25
638700 2500 2013 12 1 1 1 18.0511009628356 30237.71 0.75
483400 250 2014 32 1 0 1 11.6602031597454 1876.66 2.25
241000 250 2014 42 1 1 1 19.6080724532523 20907.67 1.75
211500 250 2013 42 1 1 1 1.33538128164352 586.82 1.25
228000 500 2014 39 1 1 1 0.708834449398148 23537.08 1.75
155200 100 2014 40 1 1 1 1.46202152006944 13587.88 2
444400 500 2013 19 1 1 1 114.351364324201 0 0.75
153200 500 2013 11 1 1 1 10.4632324117593 5757.93 2
158100 1000 2013 35 1 1 1 1.58566458081019 5096.58 1
498200 1000 2013 29 0 0 1 7.61759079917824 5847.64 1.75
505900 1000 2014 5 1 1 1 1.62387851479167 21468.28 1.75
185800 1000 2013 23 1 1 1 20.3842291219792 9131.71 1.5
137600 1000 2014 21 1 0 1 0.899385489953704 577.25 1
129300 500 2013 23 1 0 1 1.4280515778125 24660.59 4
163700 1000 2013 35 1 1 1 17.5616577948495 7979.03 1.5
133000 1000 2014 74 1 0 1 129.43446536088 9011.36 2.25
241800 1500 2013 7 1 1 1 9.44661664685185 10894.08 2.5
160400 1000 2014 13 1 1 1 1.39262728185185 4345.59 3.75
160400 1000 2014 13 1 1 1 8.39998913677083 0 2.5
295500 1000 2014 22 1 1 1 1.47779335515046 906.26 1
181400 1000 2014 45 1 1 1 20.5107880019676 14416.27 2.75
293300 250 2013 8 1 1 1 1.75108407400463 15913.4 2
179900 250 2014 14 1 0 1 2.39093778912037 5698.91 4
365900 250 2014 17 1 0 1 2.42198017928241 3928.87 1.75
90000 250 2013 98 1 1 1 1.50129098273148 2125.58 1.25
175000 250 2013 25 1 0 1 3.74741156679398 7683.41 2
163700 250 2014 85 1 1 1 0.720023837326389 66257.47 1.5
154300 250 2013 38 1 1 1 27.586687913912 7681.56 2.25
302700 500 2014 32 1 1 1 9.74681803730324 0 2.5
86000 500 2014 63 1 1 1 2.69949556994213 5912.39 1.5
107600 1000 2013 58 1 1 1 27.5117899196644 4194.63 4
206700 500 2013 35 1 1 1 15.7793714323264 16423.68 0.75
197200 100 2013 36 1 1 1 26.5488530344444 8703.18 1
95400 250 2014 80 1 1 1 2.65574936960648 13510.26 2.5
169600 250 2013 36 1 1 1 2.56956415846065 8605.87 2
359700 500 2013 19 1 1 1 1.60782917475694 19157.83 0.75
118400 500 2013 34 1 1 1 6.54645502459491 5551.05 1.25
171900 1000 2014 15 1 1 1 3.65824187425926 6800 2
434400 1000 2014 8 1 1 1 1.29928299554398 539.2 0.75
61800 1000 2014 107 1 1 1 50.3683602712269 17319.98 3.5
169700 500 2013 41 1 1 1 2.69115866961806 11554.1 2
181400 1000 2013 21 1 1 1 14.4398387221759 7058.8 1.25
281100 1000 2013 35 1 1 1 7.45274042171296 11117.59 2
150900 1000 2014 29 1 1 1 1.90292556833333 10085.14 1.75
171800 1000 2014 27 1 1 1 1.41409179771991 11225.89 3
80300 1000 2013 103 1 1 1 8.54672129547454 4330.26 1.75
239600 1000 2014 20 1 1 1 0.83308869400463 49846.43 1.5
196300 1000 2013 30 1 0 1 2.39498611077546 12408.72 2
153500 5000 2014 89 1 1 1 2.58364194158565 6916.68 1.75
184800 250 2013 18 1 1 1 1.56908329118056 10116.34 2
275900 250 2013 17 1 1 1 1.56597306855324 45.72 2.25
273400 250 2013 33 1 1 1 7.56049600421296 23162.77 1.5
171100 250 2014 81 1 1 1 1.37916621587963 26636.13 1.75
332300 250 2013 16 1 1 1 9.37832472806713 20590.69 1.75
156700 250 2014 39 1 1 1 23.7299556826736 9966.62 1.5
306000 500 2013 19 1 1 1 46.4910306386343 14547.25 0.75
193800 250 2014 20 1 1 1 6.39018783501157 0 2
101600 100 2014 50 1 1 1 50.4204452925463 7538.29 4
233400 250 2013 15 1 1 1 1.5418679531713 10536.84 2.5
241100 500 2014 18 1 1 1 1.34538824679398 16632.64 3
145000 250 2013 50 1 1 1 6.75840600326389 11149.59 2
267200 250 2013 14 1 1 1 31.4249100972338 9232.87 1
108000 250 2014 72 1 0 1 3.73989622201389 3903.05 1
208200 250 2014 78 1 0 1 70.5129186498032 1574.78 2.25
215000 500 2013 12 1 1 1 4.61453804306713 1375.04 1.25
209400 250 2013 46 1 1 1 2.21572730476852 3503.19 1.25
698800 500 2013 18 0 0 1 6.65374110071759 112220.54 1.5
193000 500 2013 10 1 0 1 6.41174153537037 6344.63 2
143400 500 2013 24 1 1 1 62.4522060428125 6874.24 1.5
290400 1000 2013 35 1 1 1 6.37726790429398 17112.93 1.5
227300 500 2013 38 1 1 1 1.33330403652778 11470.26 2.25
220800 500 2014 10 1 0 1 2.4890109153588 16381.38 1.75
180900 500 2014 64 1 0 1 0.537876539907407 6359.27 2.25
162400 250 2013 23 1 1 1 44.5047233882292 9967.49 1.5
176300 100 2013 48 1 1 1 1.46479620850694 5842.79 1.75
142800 100 2013 33 1 1 1 18.64562189625 5368.65 1.25
231100 500 2013 34 1 1 1 27.6049345515046 0 1.25
277100 500 2013 33 1 1 1 7.70352341174769 3048.93 1.5
225800 250 2013 35 1 1 1 20.4238372987384 12400.48 2
214500 250 2013 20 1 1 1 1.66216355899306 8856 1.25
187900 1000 2014 30 1 0 1 50.4515673884491 5316.02 3.5
188100 500 2013 28 1 0 1 8.67047914744213 8600 1.5
267000 500 2014 8 1 0 1 39.5073920346412 13164.07 2.25
171300 250 2013 7 1 1 1 1.78336231903935 6579.19 2.5
376000 500 2014 9 1 0 1 0.774485199363426 84627.33 1.75
208800 1000 2013 49 1 1 1 2.46190506912037 6653.48 1.5
159900 1000 2013 34 1 1 1 29.4489784815278 0 1.5
146500 500 2014 59 1 0 1 32.5200627878356 1499.65 2
134500 1500 2014 34 1 1 1 0.652470720717593 0 1.25
134500 500 2013 34 1 1 1 4.70104208704861 4872.28 1.75
238400 1000 2013 2 1 0 1 11.3477971060069 18495.93 2.5
140600 1000 2013 67 1 1 1 9.48630387929398 16650.07 1
144500 1000 2014 68 1 1 1 1.35898070357639 23720.59 2.5
157800 1000 2014 11 1 1 1 2.3620029309375 10649.24 2.5
154200 1000 2013 32 1 1 1 78.4674487296528 6175.03 1.5
165800 1000 2013 30 1 1 1 86.4285169726505 6740.38 1.75
63200 1000 2014 119 1 1 1 13.6742261734838 0 3.25
317400 1000 2014 1 1 0 1 7.63330964603009 0 2
372300 1000 2014 39 0 1 1 6.7388046555787 51556.78 3.75
210000 1000 2014 85 1 0 1 2.44494146232639 10759.09 2.75
408000 1000 2014 19 1 0 1 1.74974419157407 25095.17 1.25
436400 1000 2014 18 1 1 1 2.54839933494213 63083.93 3.75
340000 1000 2014 11 1 0 1 8.46346332371528 555.38 1
349900 250 2013 25 1 1 1 51.552660336088 14296.95 1.5
163500 100 2014 28 1 1 1 1.35829172912037 19503.07 1.75
208600 250 2013 16 1 1 1 9.3820839033912 11035.05 2.25
173300 250 2014 47 1 0 1 77.5018768215972 14553.59 3
145000 250 2014 114 1 1 1 1.3551186291088 0 1
218500 1000 2014 20 1 1 1 8.8393769687037 8891.22 3.25
139100 250 2013 27 1 1 1 2.40980953436343 0 2
281000 100 2013 15 1 1 1 7.49573549570602 25474.7 2
361400 250 2013 19 0 1 1 4.60965801604167 20150.84 0.75
182100 250 2014 74 1 1 1 1.35817594765046 7548.98 2.75
232600 1000 2014 52 1 0 1 11.6809007085532 97.16 2.25
120600 250 2014 31 0 1 1 7.45901925809028 1530.13 2.25
185000 500 2014 94 1 0 1 20.6828408546181 0 1
217300 250 2014 11 1 1 1 17.7640799593171 9779.42 2.25
195500 500 2013 15 1 1 1 7.28832217552083 6892.62 0.75
129300 500 2013 49 1 0 1 2.56137074287037 7139.03 2
330500 250 2013 31 0 1 1 38.6741502044444 21475.12 1
182300 100 2013 29 1 1 1 7.67962408780093 10840.69 2
184700 250 2013 43 1 1 1 6.66074402491898 10790.96 1.75
126600 500 2014 50 1 1 1 154.584030345486 3293.56 1
217000 250 2014 36 1 1 1 4.47994777767361 2031.36 2.25
184600 250 2014 39 1 1 1 2.60220005224537 7738.78 1.5
177200 250 2014 49 1 1 1 11.4666450246296 8625.47 2.25
269300 250 2013 22 0 1 1 14.6465448109838 22367.27 1.75
146600 250 2014 74 1 1 1 9.54655477209491 19027.29 3
293400 250 2013 13 1 1 1 0.782115574988426 27192.46 1.5
161700 1000 2014 49 1 1 1 2.6906623191088 855.06 1.5
201400 1000 2013 35 1 1 1 2.51261876229167 18822.78 1.75
132500 500 2013 25 1 1 1 1.59002121594907 0 1.25
141900 250 2013 8 1 1 1 6.4500992194213 5515.98 2.5
368300 1000 2014 22 0 1 1 2.45801347746528 0 1
164100 500 2013 16 1 1 1 29.6206914585532 9995.96 2.5
165200 1000 2014 5 1 0 1 5.38013616565972 9132.07 2
164000 1000 2014 44 1 1 1 6.36756222762731 6435.99 2.25
325000 2500 2014 9 1 1 1 9.65280249811343 16106.28 1.75
232000 250 2013 39 1 1 1 1.41426784013889 9543.17 1.75
149500 250 2013 40 1 1 1 6.68017671890046 5663.38 1.75
123400 500 2014 39 1 1 1 2.6841209794213 3415.6 1.5
339800 500 2013 28 0 1 1 6.62690785177083 30008.99 1
361200 250 2014 16 1 1 1 143.55595559485 929.39 1
142800 500 2014 57 1 0 1 3.45361549296296 15784.3 1
156000 250 2014 5 1 0 1 87.678641870463 7230.6 3.75
120100 250 2014 32 1 1 1 148.496395787211 339.98 2.5
273800 500 2013 17 1 1 1 115.42270241875 13512.1 0.75
111300 1000 2013 19 1 0 1 92.3874136623264 5667.56 2.5
321300 500 2014 8 1 0 1 13.6081154348958 13190.97 1
253000 500 2013 26 0 1 1 6.38706506991898 19159.97 1
193200 250 2014 35 1 1 1 7.39657767996528 12044.24 2.25
685900 250 2014 59 1 0 1 42.5950621067014 8290.92 1
174700 100 2013 27 1 1 1 1.35637623914352 9043.5 0.75
293200 250 2014 8 1 1 1 4.61920796664352 15238.14 2.25
190900 250 2013 7 1 1 1 6.38368727325232 8339.11 2
87200 500 2014 35 1 1 1 6.5674079443287 8993.72 2.5
172200 1000 2014 6 1 1 1 1.46356699972222 42580.26 1.75
108700 1000 2014 33 1 1 1 25.4649040136227 7946.51 2.25
141400 1000 2013 40 1 1 1 10.5231000177778 7836.37 2.25
174800 250 2013 41 1 0 1 5.84825872478009 7948.27 1.75
270000 1000 2014 27 1 1 1 5.47945713797454 14157.83 1
133400 1000 2014 53 1 1 1 2.63526081694444 0 1
221300 250 2013 43 1 1 1 6.56533963898148 15000.71 2
196800 250 2013 28 1 1 1 4.75073804621528 16952.45 2
180000 1000 2014 29 1 0 1 21.4186628247917 0 3
180400 500 2014 74 1 1 1 6.44392155043982 17552.57 1.75
269700 250 2013 15 1 1 1 2.52913834457176 11598.95 1
287700 2500 2014 11 1 1 1 0.743075242175926 80788.86 2.5
279900 2500 2013 10 1 1 1 1.55771321962963 11099.2 1
80200 250 2014 58 1 1 1 33.6764391000116 2426.5 2.25
146100 500 2013 8 1 0 1 6.46347687219907 6531.58 2.5
138000 500 2013 14 1 0 1 3.61756836975694 6601.13 2
414600 500 2013 24 0 1 1 6.53911279833333 28097.11 1
131600 500 2013 32 1 1 1 2.65420903541667 4339.95 1.5
248000 1000 2013 33 1 1 1 9.65539739179398 17603.56 0.75
135500 1000 2014 59 1 0 1 179.765879520567 4634.36 4
215900 250 2014 66 1 1 1 17.5253647362384 15300.78 1.75
227600 500 2014 45 1 1 1 91.3741679134722 12780.87 3.75
191900 250 2013 65 1 1 1 7.4618997978125 7633 4
190500 500 2013 9 1 0 1 0.857706070474537 0 1.25
225900 1000 2013 32 1 0 1 45.5757973220602 9105.75 0.75
263300 500 2014 36 1 1 1 1.8035582246412 24133.49 1.75
325800 1500 2013 17 1 1 1 1.71880286193287 22657.14 1.5
182000 1000 2013 17 1 1 1 7.40967377592593 7031.57 2.25
168300 500 2014 63 0 1 1 73.6513747959259 7445.11 2.75
229600 1500 2013 32 1 1 1 20.3552511806829 16760.82 1
155400 1000 2014 35 1 0 1 20.4762873850231 0 1
151700 1000 2013 34 1 0 1 35.9343601924653 7797.24 2
175600 1000 2014 33 1 1 1 60.6255297218634 2251.32 2
153500 1000 2013 23 1 0 1 34.4080416859722 4525.3 2.25
154600 1500 2013 20 1 1 1 38.5316814017361 5486.75 0.75
157100 1000 2014 55 1 0 1 3.39790815142361 562.54 4
190800 250 2014 64 1 1 1 1.53733110804398 36163.28 1.75
157000 250 2013 50 1 1 1 38.5840150774074 7894.54 1.25
190100 250 2013 47 1 0 1 1.40340644899306 957.17 1.25
163000 250 2014 74 1 0 1 22.6461546950116 12385.58 2.25
369900 250 2013 18 0 1 1 13.5866150003356 24974.56 1.25
107700 250 2014 49 1 1 1 9.67502538842593 12481.77 2.5
183000 500 2013 20 1 1 1 2.53957004100694 10555.5 1.75
152200 250 2013 12 1 1 1 6.42468045185185 6734.35 1.5
276900 500 2013 32 1 1 1 1.38993328256944 14546.51 1
420100 1000 2014 59 0 0 1 92.6064070756597 6486.35 1
342100 250 2013 25 1 1 1 6.34869416168981 25851.94 1.5
163000 100 2013 40 1 1 1 4.56386061078704 9894.39 1
139500 100 2013 39 1 1 1 2.55960232179398 9940.19 2.25
167000 500 2014 36 1 1 1 103.597282265521 5384.99 2.25
289900 250 2013 28 1 1 1 1.38004151273148 29043.33 1.75
196500 250 2014 24 1 1 1 3.38933305475694 3778.97 2
375400 250 2013 30 0 1 1 6.53844777758102 27582.68 1.75
289200 500 2013 19 1 1 1 98.4555519092477 7018.39 0.75
355400 250 2013 7 1 0 1 31.4532624712037 17210.04 2.5
336700 500 2014 76 0 0 1 8.47914688722222 5869.46 3.75
114500 500 2013 50 1 1 1 2.5343061194213 0 1.5
170500 250 2013 12 1 1 1 12.2891236262963 9058.47 4
185100 1000 2014 12 1 1 1 3.45736270135417 15231.26 2.25
202100 500 2013 5 1 0 1 9.52814895603009 10761.52 2.25
303900 1000 2013 14 1 1 1 6.55325183653935 12679.59 2.5
255600 500 2014 6 1 0 1 17.3883327053819 0 2
199300 1000 2013 30 1 1 1 1.36337704704861 11621.68 1.5
180300 1000 2013 44 1 0 1 41.7384404275116 7090.19 1.75
133900 1000 2014 39 1 1 1 15.4458205003241 10080.17 3
332500 1000 2013 17 1 1 1 1.40268391954861 10283.79 1
131600 1000 2013 33 1 1 1 20.6076165499074 0 2
96100 1000 2014 64 1 0 1 1.44887334806713 3538.42 2.75
411400 500 2014 19 1 0 1 1.60159086043981 52412.5 1.75
234900 250 2013 23 1 1 1 49.4303966126736 2186.84 2
420000 1000 2013 17 1 1 1 6.58043528525463 1957.18 1.5
159800 250 2013 27 1 1 1 6.49313607385417 4695.03 1.25
182900 500 2013 43 1 1 1 30.6684646804051 9198.06 1
180300 250 2013 42 1 1 1 147.386554955984 9531.44 1
289500 250 2013 13 1 1 1 1.30676214127315 17988.81 2
246600 500 2013 16 1 1 1 14.3879805748032 15626.62 2.25
226100 500 2013 41 1 1 1 1.69166623398148 11773.98 2
276300 250 2014 13 1 1 1 1.80050406971065 17944.58 2.5
148300 250 2014 44 1 0 1 1.31693036956019 15328.65 1.25
125100 500 2014 64 1 1 1 1.7067390074537 6395.75 1
339300 1000 2013 24 1 1 1 1.36700007201389 30471.81 1
150100 250 2013 50 1 1 1 6.51566408685185 0 1.25
542700 250 2014 26 0 0 1 41.5097062978009 512.46 0.75
477400 5000 2014 22 0 0 1 61.4863385282755 0 1
211200 250 2013 20 1 1 1 1.45653519096065 16152.18 1.75
102300 500 2013 51 1 0 1 1.44865906638889 1406.27 1
192800 500 2013 22 1 1 1 7.57789023280093 9300.15 2
96500 250 2014 74 1 1 1 1.4385746684838 15875.06 2.5
290300 250 2013 9 1 1 1 20.6927554670602 12363.84 1.25
249200 1000 2013 12 1 1 1 1.394975545625 13698.47 2.25
163200 500 2014 8 1 1 1 1.516126321875 2377.49 1
104200 500 2014 98 1 1 1 10.5096731286111 7802.13 2.25
152000 500 2013 34 1 1 1 4.5000214493287 7394.01 1
180300 1000 2013 34 1 1 1 41.3952917687384 6368.08 1.5
117500 1000 2014 54 1 1 1 100.560291058218 4037.83 4
194400 1000 2013 34 1 1 1 1.41898240369213 5063.82 2
202100 1000 2013 41 1 0 1 4.65277479238426 11407.77 2
156400 1000 2014 62 1 1 1 1.34741092731481 25488.24 1.75
260700 1000 2013 17 1 1 1 91.4268235824884 18964.1 1.25
185000 1000 2013 17 1 1 1 83.4532213247685 7664.98 1.25
194900 500 2014 40 1 1 1 22.5516510363889 4761.09 1.25
101400 500 2014 63 1 1 1 40.6372281395602 8808.32 2
164500 250 2013 25 1 1 1 45.622695488125 8733.25 1
673800 500 2014 17 1 0 1 6.40477333835648 2055.31 1.25
279000 1000 2013 10 1 1 1 14.4843592801736 14773.54 1.25
139200 1000 2014 51 1 1 1 37.6544678122454 0 1
139200 250 2014 36 1 1 1 2.55604801650463 10005.4 1.75
153200 250 2013 23 1 1 1 3.46975238542824 12253.88 1.5
399600 250 2013 21 0 1 1 36.5456666348148 14741.73 1.75
182100 500 2014 15 1 0 1 0.561375187581019 249.18 0.75
791300 1000 2014 25 1 1 1 3.66552935670139 993.26 4
161300 1000 2013 37 1 1 1 27.6458747515394 5258.25 0.75
121600 500 2013 54 1 1 1 29.4478523639815 0 1.25
175100 1000 2013 24 1 1 1 1.33834929667824 1330.86 1
139600 1000 2013 7 1 1 1 1.97526579892361 4009.19 2.5
231400 1000 2014 5 1 1 1 1.420314595625 20821.16 1.75
125100 500 2014 37 1 0 1 0.9264163015625 14908.94 2.25
158200 1000 2013 25 1 1 1 39.569427535787 0 0.75
171800 1000 2014 48 1 1 1 5.63137282320602 754.39 0.75
229000 1500 2014 96 1 1 1 3.34495235072917 13046.65 3
167000 1000 2013 43 1 1 1 1.44725652854167 7648.67 4
176600 1000 2014 94 1 1 1 22.4392264238773 5420.56 2.5
237000 1000 2013 1 1 1 1 6.42360499638889 13083.87 2
112000 1000 2014 54 1 1 1 17.6010414453241 6426.64 2.25
259600 250 2014 39 1 0 1 1.57409255576389 43108.38 1.75
182100 250 2013 33 1 1 1 1.56987097528935 10838.36 1
402600 1000 2014 18 1 1 1 1.31071846253472 90002.12 1.75
155700 250 2014 94 1 0 1 80.6262660980324 7906.14 3
224400 250 2013 4 1 1 1 6.48991568623843 15665.89 2
171000 250 2013 34 1 1 1 63.6118965974768 5674.39 1
284200 500 2013 25 0 1 1 20.5400002155093 35358.1 1.5
251700 500 2013 35 1 1 1 6.07236792944444 8539.04 2
198500 250 2014 9 1 0 1 2.42161813771991 4241.85 1.25
160300 250 2013 37 1 1 1 27.5755949850579 6151.55 1
110200 250 2014 61 1 1 1 19.6082167159259 4496.37 2
173100 250 2013 12 1 1 1 27.4400661575231 4300.15 0.75
183100 500 2013 17 1 1 1 22.6800999332986 9727.41 2
228200 500 2013 48 1 0 1 2.49601831445602 26331.53 2
127200 250 2014 50 1 1 1 79.6846292354398 0 1.75
203600 250 2013 18 1 1 1 11.390015197419 6661.6 0.75
181700 1000 2014 33 1 0 1 0.79132337599537 19300.82 3.25
429600 1000 2013 30 0 1 1 20.4537671333912 30943.48 1.75
285500 2500 2014 119 1 1 1 1.34710976915509 29850.39 1.75
187600 250 2014 44 1 1 1 1.5571916906713 17076.02 1.75
148400 250 2014 36 1 1 1 57.4651492995023 0 2.75
235700 250 2013 38 1 1 1 6.54885590329861 12245.42 0.75
241600 250 2013 11 1 1 1 8.55634854033565 14015.19 2
157000 250 2013 23 1 1 1 1.69897181146991 7661.34 1
162400 250 2013 47 1 1 1 10.5932342534491 9358.65 2
112400 1000 2014 49 1 1 1 34.5601281561343 4108.33 2.25
146300 1000 2013 43 1 1 1 6.41054470342593 0 1.75
246100 1000 2014 23 1 1 1 1.55673166680556 17058.05 1.75
184500 1000 2013 7 1 1 1 12.3708187242245 10312.75 2
155600 1000 2013 8 1 1 1 1.42544922792824 5106.89 2.5
177600 1000 2014 106 1 1 1 12.3698612162269 494.64 2.75
251500 1000 2013 33 0 1 1 20.5732592198727 20037.52 1.5
138600 1000 2014 134 1 1 1 1.40905939462963 18769.97 1.25
127600 1000 2014 94 1 0 1 1.40114134054398 12021.86 2.5
50000 500 2013 17 0 1 1 0.862481944178241 502.3 2
204600 1000 2014 22 1 1 1 95.6262485032176 4870.94 2.25
220000 1000 2014 40 1 0 1 4.66691418060185 10179.64 1.75
161000 100 2014 26 1 1 1 0.658782209444444 11927.71 3
151400 250 2014 22 1 1 1 70.4654596528472 6918.25 2
156000 250 2014 44 1 0 1 3.79930245050926 9553.98 2.25
155300 500 2013 37 1 1 1 3.38977051407407 6551.07 1
236500 250 2013 20 0 1 1 45.6231802419213 19837.53 1.75
172700 250 2014 96 1 1 1 6.74732306162037 16999.42 4
308300 250 2013 13 1 1 1 42.7027829349769 10878.93 1
356600 1000 2013 20 1 0 1 28.4664639942593 11038.26 0.75
190600 500 2013 35 1 1 1 7.86054561917824 9106.14 2.25
91700 500 2013 83 1 1 1 1.39621712341435 11070.13 4
