PolicyNum Year Coverage Deduct Freq Claim EntityType AlarmCredit
138067 2008 27.660784 5000 0 0 School AC15%
138067 2009 29.099284 5000 0 0 School AC15%
138067 2010 27.902195 5000 0 0 School AC15%
138068 2006 26.284522 15000 0 0 School AC15%
138068 2007 27.593008 15000 2 1000 School AC15%
138068 2008 29.105602 15000 1 11373.87 School AC15%
138068 2009 30.821182 15000 0 0 School AC15%
138068 2010 29.755037 15000 0 0 School AC15%
138070 2006 26.133995 1000 2 25776 School AC10%
138070 2007 27.482785 1000 0 0 School AC10%
138070 2008 28.932232 1000 0 0 School AC10%
138070 2009 30.698862 1000 2 8000.3 School AC10%
138070 2010 29.51524 1000 0 0 School AC15%
138073 2006 79.686685 5000 0 0 School AC05%
138073 2007 84.168116 5000 1 14470 School AC05%
138073 2008 88.758762 5000 1 23577.64 School AC05%
138073 2009 94.808223 5000 1 33097.59 School AC05%
138073 2010 91.387594 5000 1 36952.19 School AC15%
138077 2006 4.394982 500 0 0 School AC15%
138077 2007 4.614291 500 0 0 School AC15%
138077 2008 4.862627 500 0 0 School AC15%
138077 2009 5.205611 500 0 0 School AC15%
138077 2010 5.021286 500 0 0 School AC15%
138078 2006 32.381175 5000 0 0 School AC15%
138078 2007 39.240008 5000 1 19768 School AC15%
138078 2008 41.349098 5000 0 0 School AC15%
138078 2009 43.644044 5000 0 0 School AC15%
138078 2010 42.155198 5000 0 0 School AC15%
138079 2006 7.361302 500 1 4999.25 School AC00%
138079 2007 7.727435 500 0 0 School AC00%
138079 2008 8.13335 500 0 0 School AC00%
138079 2009 8.666961 500 0 0 School AC00%
138079 2010 8.375057 500 0 0 School AC00%
138083 2006 16.279459 2500 0 0 School AC10%
138083 2007 17.245726 2500 0 0 School AC10%
138083 2008 18.091556 2500 1 5345.54 School AC10%
138083 2009 19.408802 2500 1 8907.8 School AC10%
138083 2010 18.898355 2500 0 0 School AC10%
138084 2006 27.800375 2500 0 0 School AC15%
138084 2007 31.867936 2500 0 0 School AC15%
138084 2008 33.596442 2500 0 0 School AC15%
138084 2009 35.904169 2500 1 57803 School AC15%
138084 2010 34.655415 2500 0 0 School AC15%
138089 2006 40.554132 5000 0 0 School AC15%
138089 2007 42.758784 5000 0 0 School AC15%
138089 2008 45.064569 5000 0 0 School AC15%
138089 2009 48.011907 5000 0 0 School AC15%
138089 2010 46.85554 5000 0 0 School AC15%
138092 2006 14.021604 500 0 0 School AC10%
138092 2007 14.780113 500 0 0 School AC10%
138092 2008 15.515375 500 0 0 School AC15%
138092 2009 16.692069 500 0 0 School AC15%
138092 2010 16.181196 500 0 0 School AC15%
138093 2006 23.250993 5000 0 0 School AC15%
138093 2007 24.422054 5000 0 0 School AC15%
138093 2008 25.74918 5000 1 23191.34 School AC15%
138093 2009 27.379782 5000 1 30779.1 School AC15%
138093 2010 26.465394 5000 0 0 School AC15%
138094 2006 337.116681 25000 1 656.6 School AC15%
138094 2007 354.265065 50000 2 7670.23 School AC15%
138094 2008 373.221618 50000 0 0 School AC15%
138094 2009 396.27325 50000 0 0 School AC15%
138094 2010 382.35836 50000 0 0 School AC15%
138096 2006 90.473948 2500 1 13969.5 School AC15%
138096 2007 95.347433 2500 0 0 School AC15%
138096 2008 100.217544 2500 1 54655 School AC15%
138096 2009 107.693867 2500 0 0 School AC15%
138096 2010 104.815814 2500 0 0 School AC15%
138098 2006 16.076123 500 0 0 School AC10%
138098 2007 16.947857 500 1 1312.11 School AC10%
138098 2008 17.782653 500 1 1228.36 School AC10%
138098 2009 19.097925 500 0 0 School AC10%
138098 2010 18.541464 500 1 1009 School AC10%
138099 2006 47.019358 5000 0 0 School AC00%
138099 2007 50.067709 5000 0 0 School AC00%
138099 2008 52.777812 5000 1 98610 School AC00%
138099 2009 56.311463 5000 0 0 School AC15%
138099 2010 54.344906 5000 0 0 School AC15%
138100 2006 19.888018 5000 0 0 School AC10%
138100 2007 21.199468 5000 0 0 School AC10%
138100 2008 22.340721 5000 0 0 School AC10%
138100 2009 23.778297 5000 0 0 School AC10%
138100 2010 22.983431 5000 0 0 School AC10%
138102 2006 43.312747 5000 0 0 School AC05%
138102 2007 45.480579 5000 0 0 School AC05%
138102 2008 47.986474 5000 0 0 School AC05%
138102 2009 51.579445 5000 0 0 School AC05%
138102 2010 55.530814 5000 0 0 School AC15%
138103 2006 4.310801 2500 0 0 School AC10%
138103 2007 4.542057 2500 0 0 School AC10%
138103 2008 4.762961 2500 0 0 School AC10%
138103 2009 5.114044 2500 0 0 School AC10%
138103 2010 6.562515 2500 0 0 School AC10%
138104 2006 119.577095 2500 1 20515.64 School AC00%
138104 2007 128.691034 2500 0 0 School AC00%
138104 2008 135.574992 2500 0 0 School AC00%
138104 2009 142.250977 2500 0 0 School AC00%
138104 2010 152.586326 2500 0 0 School AC15%
138105 2006 12.937633 500 1 1742.29 School AC15%
138105 2007 13.766719 500 1 5158.54 School AC15%
138105 2008 14.444334 500 0 0 School AC15%
138105 2009 15.508661 500 0 0 School AC15%
138105 2010 15.055296 500 0 0 School AC15%
138108 2006 74.318424 2500 0 0 School AC15%
138108 2007 78.076286 5000 0 0 School AC15%
138108 2008 82.431357 5000 0 0 School AC15%
138108 2009 87.811428 5000 1 17643.6 School AC15%
138108 2010 84.647756 5000 0 0 School AC15%
138114 2006 84.281372 1000 0 0 School AC15%
138114 2007 88.785271 1000 1 2317 School AC15%
138114 2008 93.491716 1000 1 12141.34 School AC15%
138114 2009 99.286761 1000 0 0 School AC15%
138114 2010 95.32997 1000 1 12180.23 School AC15%
138115 2006 52.638074 1000 0 0 School AC15%
138115 2007 55.300025 1000 2 44148.91 School AC15%
138115 2008 58.666577 1000 0 0 School AC15%
138115 2009 62.145992 1000 0 0 School AC15%
138115 2010 60.820381 2500 1 35800 School AC15%
138116 2006 21.62957 500 0 0 School AC00%
138116 2007 22.89226 500 1 7640.07 School AC00%
138116 2008 24.12989 500 3 126060.23 School AC00%
138116 2009 25.63789 500 3 9488.34 School AC00%
138116 2010 24.716593 500 2 31493.71 School AC00%
138117 2006 68.214432 1000 2 15599.33 School AC15%
138117 2007 71.582911 1000 2 29839.48 School AC15%
138117 2008 76.193528 1000 3 131013.99 School AC15%
138117 2009 81.907625 1000 1 33050 School AC15%
138117 2010 79.13009 2500 2 54686.8 School AC15%
138118 2006 4.219203 500 0 0 School AC00%
138118 2007 4.429883 500 0 0 School AC10%
138118 2008 4.668982 500 0 0 School AC10%
138118 2009 4.987935 500 0 0 School AC10%
138118 2010 4.817441 500 1 1204.94 School AC10%
138120 2006 31.946223 500 0 0 School AC00%
138120 2007 34.333614 500 0 0 School AC00%
138120 2008 44.342124 500 0 0 School AC05%
138120 2009 46.352306 1000 0 0 School AC05%
138120 2010 49.037203 1000 0 0 School AC05%
138122 2006 64.935882 500 0 0 School AC00%
138122 2007 68.390052 500 2 21870.94 School AC00%
138122 2008 73.379726 500 0 0 School AC00%
138122 2009 76.941869 500 1 1903 School AC00%
138122 2010 73.705614 500 0 0 School AC10%
138124 2006 362.969062 1000 7 55590.7 School AC15%
138124 2007 378.861791 1000 2 6069.92 School AC15%
138124 2008 399.316353 1000 6 11208.02 School AC15%
138124 2009 425.862141 1000 4 48381.76 School AC15%
138124 2010 411.241356 1000 5 59874.6 School AC15%
138126 2006 89.030336 25000 0 0 School AC15%
138126 2007 117.869818 25000 0 0 School AC15%
138126 2008 123.968323 25000 0 0 School AC15%
138126 2009 131.877169 25000 0 0 School AC15%
138126 2010 127.324565 25000 0 0 School AC15%
138128 2006 17.42645 1000 0 0 School AC05%
138128 2007 15.401268 1000 0 0 School AC05%
138128 2008 16.223703 1000 0 0 School AC05%
138128 2009 17.204973 2500 0 0 School AC05%
138128 2010 16.653006 2500 0 0 School AC05%
138131 2006 116.775259 500 1 510 School AC15%
138131 2007 122.651154 10000 1 7985.44 School AC15%
138131 2008 129.938779 10000 0 0 School AC15%
138131 2009 138.560806 10000 0 0 School AC15%
138131 2010 144.030984 10000 1 104275.35 School AC15%
138133 2006 8.681638 500 0 0 School AC00%
138133 2007 9.15092 500 0 0 School AC00%
138133 2008 15.407887 500 0 0 School AC00%
138133 2009 16.579027 500 0 0 School AC00%
138133 2010 16.066904 500 0 0 School AC00%
138134 2006 56.624136 500 0 0 School AC05%
138134 2007 59.537968 1000 0 0 School AC05%
138134 2008 64.410348 1000 1 12956.71 School AC10%
138134 2009 68.26387 1000 0 0 School AC10%
138134 2010 65.686367 1000 0 0 School AC10%
138136 2006 77.24409 5000 0 0 School AC15%
138136 2007 109.714163 5000 0 0 School AC15%
138136 2008 113.102239 5000 0 0 School AC15%
138136 2009 120.067767 5000 0 0 School AC15%
138136 2010 115.91104 5000 0 0 School AC15%
138139 2006 119.169911 15000 0 0 School AC15%
138139 2007 124.548006 15000 1 5000 School AC15%
138139 2008 131.783652 15000 0 0 School AC15%
138139 2009 140.110865 15000 0 0 School AC15%
138139 2010 134.220431 15000 1 270806.72 School AC15%
138140 2006 13.221679 500 0 0 School AC00%
138140 2007 13.87865 500 4 18363.51 School AC00%
138140 2008 14.72146 500 0 0 School AC00%
138140 2009 15.621795 500 0 0 School AC00%
138140 2010 15.120426 500 0 0 School AC00%
138141 2006 2.42077 500 0 0 School AC00%
138141 2007 2.519821 500 1 24719.01 School AC00%
138141 2008 2.669944 500 1 3533.38 School AC00%
138141 2009 2.720478 500 0 0 School AC10%
138141 2010 2.629653 500 0 0 School AC10%
138142 2006 44.039423 1000 0 0 School AC15%
138142 2007 46.232676 1000 1 313862.09 School AC15%
138142 2008 48.73943 1000 0 0 School AC15%
138142 2009 52.067302 1000 0 0 School AC15%
138142 2010 50.844171 1000 0 0 School AC15%
138143 2006 168.141416 2500 2 29322.92 School AC10%
138143 2007 176.558056 2500 1 32501.24 School AC10%
138143 2008 186.141964 2500 1 22386 School AC10%
138143 2009 198.815673 2500 1 3182 School AC10%
138143 2010 192.187611 2500 1 16960 School AC05%
138144 2006 34.777373 500 2 70069.29 School AC15%
138144 2007 73.765204 500 3 746955 School AC15%
138144 2008 77.839791 500 2 9330.15 School AC15%
138144 2009 81.953128 2500 0 0 School AC15%
138144 2010 79.194064 2500 0 0 School AC15%
138145 2006 33.418995 500 3 6045.98 School AC00%
138145 2007 35.347208 500 0 0 School AC00%
138145 2008 37.394995 500 3 8878.44 School AC00%
138145 2009 39.821065 1000 1 1640.54 School AC15%
138145 2010 37.788589 1000 3 198205.67 School AC15%
138146 2006 19.728949 500 1 1066 School AC00%
138146 2007 20.70886 500 1 7522.63 School AC00%
138146 2008 21.819838 500 1 5144.33 School AC00%
138146 2009 27.104625 500 0 0 School AC10%
138146 2010 39.825787 500 0 0 School AC10%
138147 2006 27.368794 1000 0 0 School AC15%
138147 2007 28.728441 1000 0 0 School AC15%
138147 2008 30.273905 5000 0 0 School AC15%
138147 2009 32.151588 5000 0 0 School AC15%
138147 2010 31.213196 5000 0 0 School AC15%
138149 2006 439.439769 50000 0 0 School AC15%
138149 2007 463.576873 50000 0 0 School AC15%
138149 2008 488.542026 50000 0 0 School AC15%
138149 2009 518.855249 50000 0 0 School AC15%
138149 2010 496.436675 50000 0 0 School AC15%
138150 2006 14.203814 2500 0 0 School AC00%
138150 2007 14.990486 2500 0 0 School AC00%
138150 2008 15.770094 2500 0 0 School AC00%
138150 2009 16.989325 2500 0 0 School AC00%
138150 2010 16.45228 2500 0 0 School AC00%
138151 2006 59.290603 500 0 0 School AC15%
138151 2007 62.255171 500 2 33870.1 School AC15%
138151 2008 71.663187 500 2 6008.54 School AC15%
138151 2009 76.187806 1000 2 7981.59 School AC15%
138151 2010 73.42825 1000 1 3515.48 School AC15%
138152 2006 19.984161 1000 0 0 School AC15%
138152 2007 21.066053 1000 0 0 School AC15%
138152 2008 22.125004 1000 0 0 School AC15%
138152 2009 23.806659 1000 1 5372 School AC10%
138152 2010 23.11529 1000 0 0 School AC10%
138155 2006 36.339497 2500 0 0 School AC05%
138155 2007 39.059254 2500 0 0 School AC05%
138155 2008 41.122081 2500 0 0 School AC05%
138155 2009 43.127075 2500 1 12319.17 School AC05%
138155 2010 46.121951 2500 1 129639.4 School AC15%
138156 2006 341.622377 5000 5 61295.17 School AC15%
138156 2007 365.752223 5000 5 76062.88 School AC15%
138156 2008 385.390208 5000 3 34673.79 School AC15%
138156 2009 409.565342 5000 3 155509.83 School AC15%
138156 2010 395.043745 5000 9 421034.86 School AC15%
138158 2006 135.355949 5000 0 0 School AC00%
138158 2007 142.098821 5000 0 0 School AC00%
138158 2008 149.87565 5000 0 0 School AC00%
138158 2009 159.809569 5000 0 0 School AC00%
138158 2010 154.380979 5000 9 54151.46 School AC15%
138159 2006 25.35315 2500 1 900 School AC15%
138159 2007 26.615604 2500 0 0 School AC15%
138159 2008 28.485536 2500 0 0 School AC15%
138159 2009 30.257941 2500 0 0 School AC15%
138159 2010 29.275363 2500 0 0 School AC15%
138162 2006 14.26715 500 0 0 School AC10%
138162 2007 14.976117 500 1 8245.94 School AC10%
138162 2008 15.784748 500 1 929.92 School AC15%
138162 2009 16.835275 1000 0 0 School AC15%
138162 2010 16.262264 1000 0 0 School AC15%
138163 2006 65.847402 5000 0 0 School AC15%
138163 2007 69.298607 5000 0 0 School AC15%
138163 2008 72.90785 5000 0 0 School AC15%
138163 2009 77.123206 5000 1 4798 School AC15%
138163 2010 73.773127 5000 0 0 School AC15%
138164 2006 18.87375 1000 1 68062.18 School AC00%
138164 2007 19.810259 2500 0 0 School AC00%
138164 2008 20.879698 2500 0 0 School AC00%
138164 2009 22.250686 2500 0 0 School AC05%
138164 2010 21.489671 2500 0 0 School AC05%
138165 2006 113.163151 10000 0 0 School AC15%
138165 2007 113.163151 10000 1 31981.32 School AC15%
138165 2008 134.745378 10000 1 1087.5 School AC15%
138165 2009 144.308641 10000 0 0 School AC15%
138165 2010 139.419843 10000 0 0 School AC15%
138166 2006 26.014722 2500 0 0 School AC05%
138166 2007 29.693582 2500 0 0 School AC05%
138166 2008 66.528352 2500 0 0 School AC05%
138166 2009 70.82865 2500 0 0 School AC05%
138166 2010 68.498693 2500 0 0 School AC05%
138167 2006 23.511269 2500 0 0 School AC15%
138167 2007 24.775128 2500 0 0 School AC15%
138167 2008 26.115324 2500 0 0 School AC15%
138167 2009 27.950644 2500 1 6560.8 School AC15%
138167 2010 27.059143 2500 0 0 School AC15%
138169 2006 39.326956 5000 0 0 School AC00%
138169 2007 41.282882 5000 1 30369.98 School AC00%
138169 2008 43.50598 5000 0 0 School AC00%
138169 2009 46.344918 5000 1 82758.42 School AC00%
138169 2010 44.791704 5000 0 0 School AC10%
138170 2006 60.52451 500 2 7269.89 School AC15%
138170 2007 63.891627 500 0 0 School AC15%
138170 2008 67.286671 500 1 1344.95 School AC15%
138170 2009 72.524004 500 1 2719.96 School AC15%
138170 2010 69.992727 500 3 11925.3 School AC15%
138172 2006 13.561103 500 0 0 School AC00%
138172 2007 14.435402 500 0 0 School AC00%
138172 2008 15.231893 500 0 0 School AC00%
138172 2009 15.221393 500 0 0 School AC00%
138172 2010 15.678056 500 0 0 School AC00%
138173 2006 50.098294 1000 3 34023.93 School AC10%
138173 2007 52.587933 1000 3 32030.65 School AC10%
138173 2008 55.443116 1000 2 14458.44 School AC10%
138173 2009 71.827345 1000 0 0 School AC15%
138173 2010 69.399473 1000 0 0 School AC15%
138174 2006 16.675608 10000 0 0 School AC00%
138174 2007 17.742616 10000 0 0 School AC00%
138174 2008 18.696422 10000 0 0 School AC00%
138174 2009 19.83129 10000 0 0 School AC00%
138174 2010 19.176353 10000 0 0 School AC05%
138175 2006 12.317151 2500 1 3898 School AC15%
138175 2007 13.114847 2500 0 0 School AC15%
138175 2008 13.818519 2500 0 0 School AC15%
138175 2009 14.705532 2500 0 0 School AC15%
138175 2010 14.225122 2500 1 17973.5 School AC15%
138176 2006 5.668608 500 0 0 School AC00%
138176 2007 5.974534 500 0 0 School AC00%
138176 2008 6.271248 500 0 0 School AC15%
138176 2009 6.742496 500 0 0 School AC15%
138176 2010 6.549795 500 0 0 School AC15%
138177 2006 4.694315 500 0 0 School AC00%
138177 2007 4.909052 500 0 0 School AC00%
138177 2008 5.191092 500 0 0 School AC00%
138177 2009 5.469751 1000 0 0 School AC00%
138177 2010 5.436654 1000 0 0 School AC00%
138178 2006 3.023762 500 0 0 School AC15%
138178 2007 3.155599 500 0 0 School AC15%
138178 2008 3.340489 1000 0 0 School AC15%
138178 2009 3.429863 1000 0 0 School AC15%
138178 2010 3.336385 1000 0 0 School AC15%
138183 2006 47.516215 1000 0 0 School AC15%
138183 2007 49.877212 5000 1 8715.42 School AC15%
138183 2008 52.628261 5000 0 0 School AC15%
138183 2009 56.028462 5000 0 0 School AC15%
138183 2010 54.250495 10000 0 0 School AC15%
138186 2006 17.12874 2500 0 0 School AC10%
138186 2007 17.979467 2500 0 0 School AC10%
138186 2008 18.948661 2500 0 0 School AC10%
138186 2009 20.194084 2500 0 0 School AC10%
138186 2010 19.515419 2500 0 0 School AC10%
138188 2006 46.927918 1000 0 0 School AC00%
138188 2007 49.278459 500 0 0 School AC00%
138188 2008 51.942249 1000 0 0 School AC00%
138188 2009 58.9022 1000 0 0 School AC15%
138188 2010 56.772881 1000 1 128664.2 School AC15%
138189 2006 56.401887 500 2 4216.56 School AC15%
138189 2007 59.205273 500 2 22331 School AC15%
138189 2008 62.401956 500 0 0 School AC15%
138189 2009 66.55545 500 0 0 School AC15%
138189 2010 64.286078 500 1 1600 School AC15%
138190 2006 29.922983 500 0 0 School AC15%
138190 2007 31.422423 2500 1 2648 School AC15%
138190 2008 33.192416 2500 0 0 School AC15%
138190 2009 35.647203 2500 1 6042.53 School AC15%
138190 2010 34.126103 2500 1 6043.83 School AC15%
138192 2006 12.611359 2500 0 0 School AC00%
138192 2007 14.139601 2500 0 0 School AC10%
138192 2008 14.840296 2500 0 0 School AC10%
138192 2009 15.905992 2500 0 0 School AC10%
138192 2010 15.442521 2500 1 5107.5 School AC10%
138193 2006 267.90425 10000 2 92917.66 School AC00%
138193 2007 285.492439 10000 1 435529.62 School AC00%
138193 2008 300.869924 10000 1 18063.37 School AC00%
138193 2009 320.705533 10000 0 0 School AC00%
138193 2010 309.845782 10000 1 1250 School AC15%
138295 2006 9.995 500 0 0 School AC00%
138295 2007 13.8965 500 1 2705.89 School AC15%
138295 2008 14.446787 500 0 0 School AC15%
138295 2009 15.528435 500 0 0 School AC15%
138295 2010 15.079502 500 0 0 School AC15%
138298 2006 18.189271 1000 0 0 School AC10%
138298 2007 19.097561 1000 0 0 School AC10%
138298 2008 20.134168 1000 0 0 School AC05%
138298 2009 21.414506 1000 0 0 School AC05%
138298 2010 20.484043 1000 1 8365.8 School AC05%
138300 2006 53.643449 5000 0 0 School AC15%
138300 2007 56.308544 5000 1 53098.39 School AC15%
138300 2008 59.351448 5000 1 10578 School AC15%
138300 2009 63.28056 5000 0 0 School AC15%
138300 2010 61.172589 5000 1 12922217.84 School AC15%
138301 2006 33.771361 2500 0 0 School AC15%
138301 2007 35.447664 2500 2 22019.09 School AC15%
138301 2008 37.339257 2500 0 0 School AC15%
138301 2009 39.764113 2500 1 33933.96 School AC15%
138301 2010 38.431851 2500 2 168790.3 School AC15%
138302 2006 28.519576 1000 0 0 School AC15%
138302 2007 30.042908 1000 0 0 School AC15%
138302 2008 31.484871 1000 0 0 School AC15%
138302 2009 33.759983 1000 1 4195 School AC10%
138302 2010 32.831072 1000 2 78445.74 School AC10%
138303 2006 27.580045 1000 0 0 School AC15%
138303 2007 29.076389 1000 0 0 School AC15%
138303 2008 30.513954 1000 0 0 School AC15%
138303 2009 32.779956 1000 0 0 School AC15%
138303 2010 31.869349 1000 0 0 School AC15%
138305 2006 10.139228 500 0 0 School AC15%
138305 2007 10.647108 500 1 2452 School AC15%
138305 2008 11.341983 500 1 1214.4 School AC15%
138305 2009 11.79941 500 0 0 School AC15%
138305 2010 11.39203 500 0 0 School AC15%
138307 2006 85.234695 5000 0 0 School AC15%
138307 2007 89.480601 5000 0 0 School AC15%
138307 2008 94.346772 5000 0 0 School AC15%
138307 2009 100.906713 5000 0 0 School AC15%
138307 2010 97.366958 5000 0 0 School AC15%
138309 2006 16.053212 1000 1 2159.43 School AC00%
138309 2007 17.300482 1000 1 41509.05 School AC00%
138309 2008 18.243113 1000 0 0 School AC00%
138309 2009 19.152989 1000 0 0 School AC00%
138309 2010 20.645883 1000 0 0 School AC05%
138310 2006 47.931163 10000 0 0 School AC15%
138310 2007 51.723355 10000 0 0 School AC15%
138310 2008 54.504515 10000 0 0 School AC15%
138310 2009 54.723841 10000 0 0 School AC15%
138310 2010 58.580481 10000 0 0 School AC15%
138311 2006 3.264145 2500 0 0 School AC00%
138311 2007 3.440957 2500 1 31051.11 School AC00%
138311 2008 3.614138 2500 0 0 School AC00%
138311 2009 3.88612 2500 0 0 School AC00%
138311 2010 3.767743 2500 1 4170 School AC00%
138312 2006 15.76733 500 1 26582.47 School AC00%
138312 2007 16.551177 1000 1 6173.99 School AC00%
138312 2008 17.448168 1000 0 0 School AC00%
138312 2009 18.631278 1000 0 0 School AC15%
138312 2010 17.979408 1000 1 2775 School AC15%
138313 2006 19.149852 10000 0 0 School AC15%
138313 2007 20.840144 10000 0 0 School AC15%
138313 2008 21.980799 10000 0 0 School AC15%
138313 2009 22.798186 10000 1 23104.97 School AC15%
138313 2010 22.024996 10000 0 0 School AC15%
138314 2006 27.22914 5000 0 0 School AC15%
138314 2007 28.723177 5000 0 0 School AC15%
138314 2008 30.134359 5000 0 0 School AC15%
138314 2009 32.332701 5000 1 30388.38 School AC15%
138314 2010 31.471327 5000 1 1279.58 School AC15%
138315 2006 12.057892 500 1 1028.46 School AC00%
138315 2007 12.656523 500 1 3052 School AC00%
138315 2008 13.324361 500 0 0 School AC00%
138315 2009 14.191152 500 0 0 School AC00%
138315 2010 13.711976 500 0 0 School AC05%
138316 2006 41.039027 25000 0 0 School AC15%
138316 2007 43.079219 25000 0 0 School AC15%
138316 2008 45.459816 25000 1 137378.59 School AC15%
138316 2009 48.113793 25000 0 0 School AC15%
138316 2010 46.45429 25000 1 269628.17 School AC15%
138317 2006 41.397092 500 2 5152.2 School AC10%
138317 2007 45.867738 500 1 5600 School AC10%
138317 2008 47.791864 500 0 0 School AC10%
138317 2009 51.043501 500 0 0 School AC10%
138317 2010 49.489258 2500 0 0 School AC10%
138318 2006 35.680121 500 0 0 School AC15%
138318 2007 37.457017 500 4 106419.93 School AC15%
138318 2008 39.48484 500 0 0 School AC15%
138318 2009 42.120566 500 4 71616.87 School AC15%
138318 2010 40.652609 500 2 74095.41 School AC15%
138320 2006 44.628876 5000 0 0 School AC15%
138320 2007 46.846548 5000 0 0 School AC15%
138320 2008 51.256314 5000 0 0 School AC15%
138320 2009 54.351972 5000 0 0 School AC15%
138320 2010 52.51821 5000 1 33192 School AC15%
138321 2006 137.167207 2500 2 325730 School AC00%
138321 2007 146.925887 2500 0 0 School AC00%
138321 2008 156.507552 2500 0 0 School AC00%
138321 2009 165.926176 2500 0 0 School AC10%
138321 2010 160.118377 2500 0 0 School AC10%
138322 2006 77.274744 25000 0 0 School AC15%
138322 2007 117.887419 25000 0 0 School AC15%
138322 2008 123.308885 25000 0 0 School AC15%
138322 2009 157.535347 25000 0 0 School AC15%
138322 2010 152.138076 25000 1 39317 School AC15%
138323 2006 95.991698 1000 1 2514.08 School AC15%
138323 2007 100.762924 1000 2 20321.49 School AC15%
138323 2008 106.19786 1000 3 25316.23 School AC15%
138323 2009 113.304622 1000 0 0 School AC15%
138323 2010 109.467788 1000 4 38935.43 School AC15%
138324 2006 14.970936 2500 0 0 School AC15%
138324 2007 15.711184 2500 0 0 School AC15%
138324 2008 16.555382 2500 0 0 School AC15%
138324 2009 17.612643 2500 0 0 School AC15%
138324 2010 17.025623 2500 1 7285.5 School AC15%
138326 2006 22.865345 5000 0 0 School AC00%
138326 2007 32.387861 5000 0 0 School AC10%
138326 2008 34.028563 5000 0 0 School AC10%
138326 2009 36.570065 5000 0 0 School AC10%
138326 2010 35.181394 5000 0 0 School AC10%
138327 2006 97.977612 25000 0 0 School AC15%
138327 2007 103.270542 25000 0 0 School AC15%
138327 2008 108.430694 25000 1 127075.2 School AC15%
138327 2009 116.357848 25000 0 0 School AC15%
138327 2010 113.233746 25000 0 0 School AC15%
138330 2006 14.809354 5000 0 0 School AC00%
138330 2007 15.853867 10000 0 0 School AC00%
138330 2008 16.563049 10000 0 0 School AC00%
138330 2009 17.39737 10000 0 0 School AC00%
138330 2010 16.864955 10000 0 0 School AC00%
138331 2006 7.090072 500 0 0 School AC00%
138331 2007 7.440944 500 1 3312 School AC00%
138331 2008 7.908154 500 0 0 School AC00%
138331 2009 8.515628 500 0 0 School AC00%
138331 2010 8.233656 500 0 0 School AC15%
138333 2006 28.355531 5000 0 0 School AC15%
138333 2007 29.766412 5000 0 0 School AC15%
138333 2008 31.362602 5000 0 0 School AC15%
138333 2009 33.36881 5000 0 0 School AC15%
138333 2010 32.382651 5000 1 2000 School AC15%
138334 2006 26.604234 500 0 0 School AC15%
138334 2007 27.862663 2500 0 0 School AC15%
138334 2008 29.411988 2500 0 0 School AC15%
138334 2009 30.993791 2500 0 0 School AC15%
138334 2010 29.937939 2500 1 5164.86 School AC15%
138335 2006 96.001458 1000 1 8164.92 School AC15%
138335 2007 100.764136 1000 1 2079 School AC15%
138335 2008 106.208408 2500 1 43562 School AC15%
138335 2009 113.344181 2500 1 6306.05 School AC15%
138335 2010 109.507859 2500 1 1000 School AC15%
138337 2006 103.451057 10000 0 0 School AC15%
138337 2007 108.596068 10000 0 0 School AC15%
138337 2008 114.46257 10000 0 0 School AC15%
138337 2009 146.655122 10000 0 0 School AC15%
138337 2010 141.643498 10000 0 0 School AC15%
138338 2006 106.519875 2500 1 4035 School AC15%
138338 2007 111.9611 2500 1 484887.29 School AC15%
138338 2008 117.435218 2500 0 0 School AC15%
138338 2009 124.652899 2500 1 46591.65 School AC15%
138338 2010 120.17127 2500 0 0 School AC15%
138341 2006 18.208847 2500 0 0 School AC15%
138341 2007 19.191599 2500 0 0 School AC15%
138341 2008 20.14156 2500 0 0 School AC15%
138341 2009 21.162468 2500 0 0 School AC15%
138341 2010 20.513399 2500 0 0 School AC15%
138342 2006 76.705271 5000 0 0 School AC15%
138342 2007 80.009935 5000 1 11269 School AC15%
138342 2008 81.491471 5000 0 0 School AC15%
138342 2009 85.633064 5000 2 6935.86 School AC15%
138342 2010 91.779486 5000 6 49007.57 School AC15%
138344 2006 67.896775 25000 0 0 School AC15%
138344 2007 73.217182 25000 0 0 School AC15%
138344 2008 97.262215 25000 0 0 School AC15%
138344 2009 102.029313 25000 0 0 School AC15%
138344 2010 109.671795 25000 0 0 School AC15%
138345 2006 30.6989 2500 0 0 School AC15%
138345 2007 31.878194 500 0 0 School AC15%
138345 2008 32.856028 2500 0 0 School AC15%
138345 2009 34.862968 2500 0 0 School AC15%
138345 2010 33.092147 2500 0 0 School AC15%
138346 2006 214.978998 15000 0 0 School AC15%
138346 2007 225.666144 15000 0 0 School AC15%
138346 2008 237.861592 15000 0 0 School AC15%
138346 2009 252.302639 15000 0 0 School AC15%
138346 2010 243.565242 15000 0 0 School AC15%
138347 2006 87.533856 5000 1 12800 School AC15%
138347 2007 81.212682 5000 2 42023.59 School AC15%
138347 2008 85.589364 5000 0 0 School AC15%
138347 2009 91.457459 5000 0 0 School AC15%
138347 2010 91.294362 5000 0 0 School AC15%
138348 2006 44.447557 5000 0 0 School AC00%
138348 2007 46.843304 5000 0 0 School AC00%
138348 2008 49.162858 5000 0 0 School AC00%
138348 2009 52.207046 5000 1 27183 School AC00%
138348 2010 50.76298 5000 1 11305.23 School AC00%
138350 2006 112.999859 5000 1 9173 School AC15%
